"iso2c","country","SH.DYN.MORT","year","iso3c","region","capital","longitude","latitude","income","lending"
"MC","Monaco",4,2010,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.1,2009,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.2,2008,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.3,2007,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.4,2006,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.5,2005,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.6,2004,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.7,2003,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",4.8,2002,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",5,2001,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",5.2,2000,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",5.3,1999,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",5.5,1998,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",5.8,1997,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",6,1996,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",6.2,1995,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",6.5,1994,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",6.8,1993,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",7.1,1992,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",7.4,1991,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",7.8,1990,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MD","Moldova",15.5,2017,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",15.7,2016,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",16,2015,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",16.3,2014,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",16.5,2013,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",16.8,2012,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",17,2011,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",17.2,2010,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",17.4,2009,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",17.6,2008,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",18,2007,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",18.7,2006,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",19.6,2005,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",21.1,2004,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",23,2003,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",25.6,2002,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",28.5,2001,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",31.5,2000,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",34.3,1999,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",36.6,1998,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",38,1997,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",38.7,1996,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",38.4,1995,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",37.3,1994,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",35.9,1993,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",34.5,1992,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",33.5,1991,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",33.2,1990,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"ME","Montenegro",3.5,2017,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",3.8,2016,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",4.1,2015,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",4.6,2014,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",5,2013,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",5.6,2012,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",6.1,2011,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",6.8,2010,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",7.4,2009,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",8.2,2008,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",9,2007,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",9.8,2006,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",10.6,2005,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",11.4,2004,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",12.2,2003,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",12.9,2002,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",13.6,2001,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",14.1,2000,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",14.6,1999,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",14.9,1998,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",15,1997,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",15.1,1996,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",15.1,1995,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",15.2,1994,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",15.3,1993,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",15.5,1992,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",15.9,1991,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",16.6,1990,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"MF","St. Martin (French part)",,2017,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2016,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2015,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2014,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2013,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2012,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2011,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2010,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2009,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2008,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2007,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2006,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2005,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2004,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2003,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2002,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2001,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2000,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1999,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1998,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1997,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1996,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1995,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1994,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1993,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1992,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1991,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1990,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MG","Madagascar",44.2,2017,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",45.9,2016,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",47.8,2015,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",49.9,2014,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",52.3,2013,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",55,2012,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",58.3,2011,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",61.8,2010,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",65.5,2009,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",69.4,2008,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",73.3,2007,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",77.3,2006,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",81.5,2005,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",86,2004,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",90.7,2003,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",95.8,2002,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",101.3,2001,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",107.1,2000,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",113.2,1999,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",119.6,1998,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",125.8,1997,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",131.6,1996,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",136.9,1995,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",141.7,1994,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",146,1993,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",150.3,1992,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",155,1991,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",160,1990,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MH","Marshall Islands",34,2017,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",34.9,2016,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",35.8,2015,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",36.7,2014,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",37.5,2013,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",38.1,2012,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",38.5,2011,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",38.8,2010,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",39,2009,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",39.2,2008,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",39.4,2007,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",39.6,2006,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",39.9,2005,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.1,2004,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.3,2003,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.6,2002,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.7,2001,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.7,2000,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.6,1999,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.6,1998,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.6,1997,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",40.8,1996,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",41.3,1995,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",42.2,1994,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",43.5,1993,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",45.2,1992,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",47,1991,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",48.9,1990,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MK","Macedonia, FYR",13.7,2017,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",13,2016,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",12.2,2015,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",11.4,2014,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",10.8,2013,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",10.4,2012,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",10.3,2011,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",10.4,2010,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",10.9,2009,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",11.5,2008,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",12.3,2007,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",13.1,2006,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",13.7,2005,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",14,2004,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",14.2,2003,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",14.6,2002,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",15.2,2001,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",16,2000,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",16.9,1999,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",18,1998,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",19.6,1997,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",21.8,1996,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",24.6,1995,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",27.8,1994,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",30.9,1993,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",33.4,1992,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",35,1991,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",36.7,1990,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"ML","Mali",106,2017,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",109.6,2016,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",113.7,2015,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",117.7,2014,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",121.6,2013,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",125.9,2012,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",130.7,2011,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",135.7,2010,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",141.5,2009,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",147.7,2008,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",154.6,2007,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",162.4,2006,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",171.3,2005,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",181.4,2004,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",191.7,2003,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",201.8,2002,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",211.2,2001,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",219.5,2000,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",226.4,1999,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",231.6,1998,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",235.1,1997,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",237.7,1996,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",239.6,1995,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",241.4,1994,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",243.4,1993,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",246,1992,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",249.5,1991,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"ML","Mali",254,1990,"MLI","Sub-Saharan Africa ","Bamako","-7.50034","13.5667","Low income","IDA"
"MM","Myanmar",48.6,2017,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",50.5,2016,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",52.4,2015,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",54.4,2014,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",56.6,2013,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",59,2012,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",61.4,2011,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",64,2010,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",66.7,2009,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",89.7,2008,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",72.1,2007,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",74.8,2006,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",77.5,2005,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",80,2004,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",82.5,2003,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",85,2002,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",87.4,2001,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",89.8,2000,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",92.2,1999,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
"MM","Myanmar",94.6,1998,"MMR","East Asia & Pacific","Naypyidaw","95.9562","21.914","Lower middle income","IDA"
