"iso2c","country","SE.SEC.NENR.FE","year","iso3c","region","capital","longitude","latitude","income","lending"
"LV","Latvia",,1997,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LV","Latvia",,1996,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LV","Latvia",,1995,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LV","Latvia",,1994,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LV","Latvia",,1993,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LV","Latvia",,1992,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LV","Latvia",,1991,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LV","Latvia",,1990,"LVA","Europe & Central Asia","Riga","24.1048","56.9465","High income","Not classified"
"LY","Libya",,2017,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2016,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2015,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2014,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2013,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2012,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2011,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2010,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2009,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2008,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2007,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2006,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2005,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2004,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2003,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2002,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2001,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,2000,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1999,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1998,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1997,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1996,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1995,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1994,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1993,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1992,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1991,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"LY","Libya",,1990,"LBY","Middle East & North Africa","Tripoli","13.1072","32.8578","Upper middle income","IBRD"
"MA","Morocco",,2017,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2016,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2015,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2014,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2013,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",53.6002616882324,2012,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",50.9881401062012,2011,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",48.3679313659668,2010,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2009,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",44.6966590881348,2008,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",42.7676086425781,2007,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",39.9090309143066,2006,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",37.3837699890137,2005,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2004,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2003,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2002,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2001,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,2000,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1999,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1998,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1997,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1996,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1995,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1994,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1993,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1992,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1991,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MA","Morocco",,1990,"MAR","Middle East & North Africa","Rabat","-6.8704","33.9905","Lower middle income","IBRD"
"MC","Monaco",,2017,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2016,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2015,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2014,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2013,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2012,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2011,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2010,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2009,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2008,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2007,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2006,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2005,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2004,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2003,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2002,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2001,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,2000,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1999,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1998,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1997,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1996,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1995,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1994,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1993,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1992,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1991,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MC","Monaco",,1990,"MCO","Europe & Central Asia","Monaco","7.41891","43.7325","High income","Not classified"
"MD","Moldova",,2017,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,2016,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",76.6094970703125,2015,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",77.1835021972656,2014,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",77.717399597168,2013,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",78.3321990966797,2012,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",78.3911819458008,2011,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",79.3162231445313,2010,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",80.4833831787109,2009,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",85.217887878418,2008,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",81.8538665771484,2007,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",83.0566101074219,2006,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",83.2242202758789,2005,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",83.1821594238281,2004,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",81.7203369140625,2003,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",80.2296829223633,2002,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",79.2605514526367,2001,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",79.3260269165039,2000,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1999,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1998,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1997,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1996,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1995,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1994,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1993,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1992,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1991,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"MD","Moldova",,1990,"MDA","Europe & Central Asia","Chisinau","28.8497","47.0167","Lower middle income","Blend"
"ME","Montenegro",,2017,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",90.1801223754883,2016,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2015,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2014,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2013,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2012,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2011,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2010,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2009,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2008,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2007,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2006,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2005,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2004,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2003,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2002,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2001,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,2000,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1999,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1998,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1997,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1996,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1995,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1994,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1993,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1992,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1991,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"ME","Montenegro",,1990,"MNE","Europe & Central Asia","Podgorica","19.2595","42.4602","Upper middle income","IBRD"
"MF","St. Martin (French part)",,2017,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2016,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2015,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2014,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2013,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2012,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2011,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2010,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2009,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2008,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2007,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2006,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2005,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2004,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2003,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2002,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2001,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,2000,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1999,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1998,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1997,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1996,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1995,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1994,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1993,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1992,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1991,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MF","St. Martin (French part)",,1990,"MAF","Latin America & Caribbean ","Marigot","","","High income","Not classified"
"MG","Madagascar",,2017,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",31.063850402832,2016,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",31.1390895843506,2015,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",31.568660736084,2014,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2013,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",31.1439304351807,2012,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",29.9230403900146,2011,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2010,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",24.7904605865479,2009,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",23.804479598999,2008,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",21.8651008605957,2007,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2006,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",17.4919490814209,2005,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2004,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2003,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2002,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2001,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,2000,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1999,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1998,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1997,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1996,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1995,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1994,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1993,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1992,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1991,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MG","Madagascar",,1990,"MDG","Sub-Saharan Africa ","Antananarivo","45.7167","-20.4667","Low income","IDA"
"MH","Marshall Islands",,2017,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",67.0536193847656,2016,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",68.6107864379883,2015,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2014,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2013,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2012,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2011,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2010,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2009,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2008,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",64.7286834716797,2007,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2006,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2005,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2004,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2003,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",64.4528503417969,2002,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2001,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,2000,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1999,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1998,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1997,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1996,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1995,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1994,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1993,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1992,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1991,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MH","Marshall Islands",,1990,"MHL","East Asia & Pacific","Majuro","171.135","7.11046","Upper middle income","IDA"
"MK","Macedonia, FYR",,2017,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2016,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2015,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2014,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2013,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2012,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2011,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2010,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2009,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2008,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2007,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",,2006,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
"MK","Macedonia, FYR",77.5917587280273,2005,"MKD","Europe & Central Asia","Skopje","21.4361","42.0024","Upper middle income","IBRD"
